ID,Toidukood,ToidunimiEST,ToidunimiENG,ToidunimiLAT,Sunonuumid,Toidugrupp,Allikas,EnergiashkiudainedkJ,Energiashkiudainedkcal,Susivesikudimenduvadg,Rasvadg,Valgudg,Alkoholg,Vesig,Tuhkg,Susivesikudkokkug,Kiudainedg,Tarklisg,Sahharoosg,Laktoosg,Maltoosg,Glukoosg,Fruktoosg,Galaktoosg,Rasvhappedkokkug,Kullastunudrasvhappedg,Monokullastumatarasvhappedg,Polukullastumatarasvhappedg,Transrasvhappedg,PalmitiinhapeC16g,SteariinhapeC18g,LinoolhapeC182g,LinoleenhapeC183g,Kolesteroolmg,Naatriummg,Kaaliummg,Kaltsiummg,Magneesiummg,Fosformg,Raudmg,Tsinkmg,Vaskmg,Mangaanmg,Joodug,Seleenug,Kroomug,Nikkelug,VitamiinARE,Retinoolug,BeetakaroteeniekvivalentBCE,VitamiinDug,VitamiinD3ug,VitamiinEaTE,VitamiinKug,VitamiinB1mg,VitamiinB2mg,NiatsiiniekvivalentkokkuNE,Niatsiinmg,Niatsiiniekvivtruptofaanistmg,Pantoteenhapemg,VitamiinB6mg,Biotiinug,Folaadidug,VitamiinB12ug,VitamiinCmg,Soolaekvivalentmg
2100,86495,Kapsarullid segahakklihataidisega ,Cabbage rolls with minced meat filling,,,"Hakkliharoad, Minced meat dishes, Блюда из фарша , ",Toidu koostise andmebaas,572.882019,136.9190063,2.65199995,10.55599976,7.337999821,0,74.36000061,0.882000029,4.211999893,1.559999943,0,0.078000002,0,0,1.481999993,1.092000008,0,10.26500034,2.461999893,5.526000023,2.27699995,0,1.473199964,0.800000012,1.593199968,0.503600001,23.76000023,30.89999962,328.7999878,35.63999939,15.96000004,75.18000031,1.057399988,1.567800045,0.04896,0.190799996,0.644999981,11.86800003,1.470000029,7.980000019,8.056090355,2.880000114,62.36249924,0.216000006,0,1.09679997,7.5,0.053040002,0.049800001,2.557379961,1.604400039,0,0.227880001,0.142199993,0.561600029,21.82799911,0.467999995,8.579999924,77.25
2101,86489,"Kanakaste (hapukoor R 10%, oli)","Chicken sauce (sour cream 10% fat, oil)",,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,434.3840027,103.8180008,2.694000006,4.955999851,12.02200031,0,78.78800201,1.17019999,2.799000025,0.104999997,1.896000028,0,0.656000018,0,0,0.006,0,4.520199776,1.416700006,2.100199938,1.003299952,0.048,0.699100018,0.274599999,0.737500012,0.204099998,50.6609993,234.2519989,142.1999969,24.69000053,11.05000019,82.97000122,0.411000013,0.782999992,0.075999998,0.019099999,0.958000004,6.579999924,1.965000033,3.900000095,20.3696003,19.76399994,7.296999931,0.115999997,0.115999997,0.451599985,4.331999779,0.025079999,0.059349999,4.055099964,2.382100105,2.262000084,0.403560013,0.185279995,0.922200024,3.319999933,0.298400015,0.035999998,585.6300049
2102,86517,Kalkuni-koogiviljapada,Turkey-vegetable stew,,,"Road linnulihast, Poultry dishes, Блюда из мяса птицы , ",Toidu koostise andmebaas,378.2600098,90.40419769,2.480000019,4.099999905,10.09599972,0,79.82099915,0.949899971,4.076000214,1.595999956,0.071000002,0.589999974,0,0,0.981000006,0.838,0,3.961600065,0.485799998,2.135400057,1.340399981,0,0.312000006,0.131799996,0.890799999,0.309599996,28,44.91500092,325.3999939,22.54999924,17.88999939,91.86000061,0.649200022,1.317700028,0.048140001,0.299299985,2.842499971,4.497000217,2.094000101,4.372000217,144.4579926,0,1740.459961,0.119999997,0,0.772099972,10.97999954,0.032359999,0.0656,3.961299896,2.60890007,1.840999961,0.372539997,0.227039993,1.343999982,20.96999931,0.800000012,6.113749981,112.2870026
2103,86504,"Broilerimaks, kuumtoodeldud","Chicken liver, heat-treated",,Kanamaks,"Road linnulihast, Poultry dishes, Блюда из мяса птицы , ",Toidu koostise andmebaas,645.4489746,154.2619934,5.320000172,4.123000145,23.67399979,0,60.49900055,2.260999918,5.320000172,0,0,0,0,0,0,0,0,3.457999945,1.330000043,1.06400001,1.06400001,0,0.797999978,0.532000005,0.398999989,0,654.3599854,91.76999664,478.7999878,7.980000019,27.93000031,518.7000122,11.03899956,5.985000134,0.678300023,0.398999989,3.191999912,61.18000031,2.52699995,3.457999945,12901,12901,0,0.266000003,0,0.398999989,106.4000015,0.106399998,1.662500024,14.89599991,11.17199993,4.788000107,5.745600224,0.78204,167.5800018,798,42.56000137,6.650000095,229.4250031
2104,86538,Kalkuni-koogiviljavormiroog,Turkey-vegetable casserole,,,"Road linnulihast, Poultry dishes, Блюда из мяса птицы , ",Toidu koostise andmebaas,480.5960083,114.8619995,2.245599985,6.42373991,11.50380039,0,77.10160065,1.358399987,3.392800093,1.147199988,0.062700003,0.324600011,0.119999997,0,0.860499978,0.855599999,0,5.87387991,2.561229944,1.847929955,1.464720011,0.092,1.300629973,0.505299985,1.246889949,0.144529998,53.93999863,138.2819977,300.0599976,104.3420029,21.85020065,143.5970001,0.774360001,1.416700006,0.062059999,0.135800004,5.857200146,5.645999908,2.715899944,4.650899887,131.5559998,41.68099976,1082.839966,0.304899991,0.208900005,1.025079966,2.923599958,0.025752001,0.098729998,3.749480009,2.106930017,2.294500113,0.288899988,0.178146005,1.995360017,21.64349937,0.960900009,2.635250092,345.7049866
2105,86488,"Kalaseljanka, lohest","Fish solyanka, from salmon",,,"Muud supid, Other soups, Прочие супы , ",Toidu koostise andmebaas,435.7940063,104.1549988,5.364999771,6.224999905,6.455999851,0,79.13999939,1.23269999,5.928999901,0.56400001,2.99000001,1.246999979,0,0,0.402999997,0.5,0,6.015500069,1.026000023,3.105999947,1.88349998,0,0.620500028,0.151999995,0.50849998,0.272000015,20.14500046,280.6629944,286.321991,11.35599995,16.47699928,92.57299805,0.417100012,0.261299998,0.090669997,0.086000003,9.350000381,8.050999641,1.620000005,5.831999779,5.373579979,1.409999967,47.75400162,5.099999905,0,1.071099997,3.349999905,0.039840002,0.0228,2.604700089,1.751399994,1.149999976,0.248940006,0.206520006,1.636800051,8.744999886,1.860000014,0.870000005,701.6569824
2106,86529,Malverni puding,Malvern pudding,,,"Muud magusroad, Other desserts, Прочие сладкие блюда , ",Toidu koostise andmebaas,464.151001,110.9319992,16.16250038,3.985599995,1.644999981,0,73.46499634,0.530799985,17.90699959,1.744500041,1.46449995,7.171000004,1.493000031,0,2.030999899,3.803499937,0,3.625299931,1.756950021,1.287449956,0.580900013,0.015,1.032899976,0.221100003,0.397599995,0.142199993,27.57999992,33.89450073,146.1710052,49.06100082,9.640999794,46.24649811,0.410250008,0.233150005,0.045329999,0.167699993,6.225999832,1.43690002,0.910000026,2.230000019,44.04069901,41,36.63499832,0.430000007,0.129999995,0.686100006,2.674999952,0.038150001,0.031500001,0.541875005,0.222275004,0.291999996,0.218559995,0.049520001,1.377599955,7.627500057,0.251599997,3.328500032,84.73629761
2107,86476,Rabarberipuding,Rhubarb pudding,,,"Muud magusroad, Other desserts, Прочие сладкие блюда , ",Toidu koostise andmebaas,178.0769958,42.5605011,7.585999966,0.493200004,1.433200002,0,87.91999817,0.490200013,8.398799896,0.81279999,3.250400066,4.019999981,0,0,0.155200005,0.158000007,0,0.414400011,0.044,0.287999988,0.082400002,0,0.03176,0,0.081600003,0,0,13.92000008,178.7279968,40.7159996,6.852000237,14.83199978,0.136000007,0.145799994,0.02524,1.123800039,1.996999979,0.763999999,0.722000003,7.585999966,2.546109915,0,30.6760006,0,0,0.27700001,0.071999997,0.015372,0.02991,0.473619998,0.188020006,0.256000012,0.060959999,0.01216,0.921599984,3.561000109,0.008,1.5,34.79999924
2108,86478,"Waldorfi salat, jogurtikastmega","Waldorf salad, with yogurt dressing",,,"Salatid hapukoore, majoneesi voi maitsestamata jogurtiga, Salads with sour cream, mayonnaise or plain yoghurt, Салаты со сметаной, майонезом и/или йогуртом без вкусовых добавок , ",Toidu koostise andmebaas,228.2120056,54.5428009,4.980999947,2.60710001,1.86074996,0,86.45999908,0.959900022,6.910999775,1.929999948,0.082000002,0.455000013,0,0,1.054499984,1.664999962,0,2.385449886,0.365449995,0.560750008,1.459249973,0,0.181150004,0.047499999,1.158949971,0.245199993,0.915000021,32.75,222.7550049,47.37200165,16.87999916,46.15499878,0.519200027,0.487199992,0.01572,0.266550004,2.345750093,0.771799982,1.621000051,0.729499996,51.49430084,6.40500021,543.2440186,0,0,0.254200011,5.224500179,0.064750001,0.076549999,0.685500026,0.386000007,0.037500001,0.153650001,0.063100003,0.553499997,61.79750061,0.0495,4.405869961,81.875
2109,86479,Tursk tomatikastmega,Cod with tomato sauce,,,"Kalaroad, Fish dishes, Рыбные блюда , ",Toidu koostise andmebaas,318.506012,76.1230011,2.714999914,3.831199884,7.445000172,0,83.73750305,1.161800027,3.219000101,0.504000008,0,0.282999992,0,0,1.014000058,1.434999943,0,3.572750092,0.37134999,2.2506001,0.950800002,0,0.254400015,0.077699997,0.626600027,0.195999995,20,104.5699997,351.7749939,17.79500008,20,100.3949966,0.382099986,0.353300005,0.03906,0.110100001,22.1875,11.1960001,0.839999974,3.75,34.92449951,0.800000012,411.1380005,0.400000006,0,1.279299974,3.75,0.043189999,0.02595,2.098229885,1.126250029,0,0.199440002,0.144199997,1.797600031,19.86000061,0.319999993,5.994999886,261.4249878
2110,86480,Koogiviljakaste spagettidele,Vegetable sauce for spaghetti,,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,163.9830017,39.19200134,3.494499922,2.096199989,1.13349998,0,91.18800354,0.699999988,4.462999821,0.968500018,0.109499998,0.160500005,0.164000005,0,1.322000027,1.753499985,0,1.978850007,0.380100012,1.048099995,0.550650001,0.012,0.183400005,0.0757,0.349400014,0.143999994,1.404000044,4.248000145,258.6600037,20.1989994,13.70499992,33.86999893,0.409999996,0.264400005,0.02359,0.310099989,0.729499996,0.448500007,1.029000044,5.704999924,33.13019943,3.815999985,353.1839905,0,0,1.030449986,4.366499901,0.029890001,0.051825002,0.695725024,0.544849992,0.119499996,0.165920004,0.123920001,1.108800054,27.79870033,0.0096,24.38850021,10.61999989
2111,86481,Magushapu sealiha,Sweet and sour pork,,,"Praetud liharoad, Roasted meat dishes, Жареные мясные блюда , ",Toidu koostise andmebaas,351.1430054,83.92320251,5.860499859,4.76609993,4.080999851,0,82.84999847,1.303050041,6.584499836,0.723999977,0.017999999,1.843500018,0,0,1.944000006,1.82949996,0,5.135000229,1.462700009,2.629100084,1.043200016,0,0.896899998,0.47389999,0.747900009,0.175300002,12.98250008,268.5650024,221.2400055,18.37299919,16.25499916,52.81999969,0.638899982,0.695450008,0.03596,0.320349991,2.323750019,4.493000031,3.219000101,8.640000343,26.76350021,2.880000114,287.7529907,0.108000003,0,0.543799996,3.174999952,0.142275006,0.071549997,1.602679968,1.113080025,0.075000003,0.188199997,0.121040002,0.628400028,18.05629921,0.1206,6.387499809,671.4130249
2112,86482,Oasalat tuunikalaga,Bean salad with tuna,,,"Salatid oli voi olikastmega, Salads with oil or oil dressing, Салаты с маслом или масляной заправкой , ",Toidu koostise andmebaas,377.0480042,90.11440277,7.461599827,3.773699999,5.612699986,0,78.31300354,1.260200024,9.356300354,1.89470005,2.128299952,0.484299988,0,0,1.493199944,1.690799952,0,3.556790113,0.468199998,1.300300002,1.788290024,0,0.318450004,0.111550003,1.367570043,0.25334999,12.5,132.022995,322.7650146,46.62419891,28.45499992,87.48000336,1.602949977,0.670560002,0.109169997,0.233820006,3.310149908,6.128900051,1.524999976,5.840000153,26.56679916,0.75,311.0450134,0.725000024,0,0.680119991,15.74190044,0.068899997,0.049210001,2.630000114,1.576200008,0.073299997,0.234699994,0.139860004,0.858500004,41.24000168,0.600000024,8.455800056,330.0570068
2113,86483,Praetud seafilee,Fried pork fillet,,,"Praetud liharoad, Roasted meat dishes, Жареные мясные блюда , ",Toidu koostise andmebaas,987.2000122,235.9409943,0,14,27.60000038,0,59.36000061,1.440000057,0,0,0,0,0,0,0,0,0,13.88000011,3.200000048,7.559999943,3.119999886,0,1.75999999,0.967999995,2.023999929,0.60799998,77.76000214,49.20000076,447.6000061,4.800000191,32.40000153,244.8000031,0.967999995,2.640000105,0,0,2.400000095,12,6.360000134,3,3.610960007,3.599999905,0.131999999,0.684000015,0.684000015,1.919999957,12,0.755999982,0.261000007,13.26000023,8.975999832,4.440000057,0.575999975,0.518400013,2.496000051,2.700000048,0.720000029,0,123
2114,86484,Pasta spargelkapsaga,Pasta with broccoli,,,"Lihata pohiroad, Main dishes without meat, Основные блюда без мяса , ",Toidu koostise andmebaas,298.302002,71.29429626,6.274199963,2.924200058,4.176099777,0,84.29199982,0.99180001,7.830699921,1.556499958,4.443500042,0.145999998,0,0,0.847000003,0.713500023,0,2.622800112,1.114500046,1.024299979,0.483999997,0,0.493099988,0.162750006,0.318850011,0.125049993,3.967799902,110.1610031,223.7579956,70.71839905,16.03380013,93.52819824,0.760999978,0.367500007,0.062320001,0.281800002,8.493499756,2.270200014,1.350999951,7.883999825,29.92490005,11.31499958,224.2149963,0.0097,0,0.864049971,40.85850143,0.062990002,0.072562501,1.376029968,0.48181501,0.236499995,0.415120006,0.090839997,0.575600028,36.93500137,0.093000002,35.45050049,275.4020081
2115,86485,Ahjuroog tursaga,Oven dish with cod,,,"Kalaroad, Fish dishes, Рыбные блюда , ",Toidu koostise andmebaas,289.1130066,69.09809875,4.319499969,2.627500057,6.420499802,0,84.01000214,1.667700052,5.484000206,1.164499998,0.109499998,0.187099993,0,0,0.739000022,1.027500033,0,2.318449974,0.227500007,1.314200044,0.776750028,0,0.135199994,0.0493,0.452899992,0.159400001,16.54000092,361.4599915,342.7900085,28.19300079,19.69499969,88.33000183,0.531899989,0.336299986,0.00753,0.039700001,18.18600082,9.854499817,0.920000017,2,22.2112999,0.660000026,259.6539917,0.330000013,0,1.211650014,3.008500099,0.02964,0.019549999,1.639750004,0.95480001,0.0095,0.136140004,0.097439997,1.308599949,4.977499962,0.263999999,0.287750006,903.6500244
2116,86486,Kanasalat ubadega,Chicken salad with beans,,Broilerisalat,"Salatid hapukoore, majoneesi voi maitsestamata jogurtiga, Salads with sour cream, mayonnaise or plain yoghurt, Салаты со сметаной, майонезом и/или йогуртом без вкусовых добавок , ",Toidu koostise andmebaas,183.3529968,43.82149887,3.864660025,0.424890012,5.553490162,0,87.47200012,0.824379981,4.805160046,0.940500021,0,0.232500002,0,0,0.713500023,0.773999989,0,0.326799989,0.070200004,0.064750001,0.191850007,0,0.043850001,0.01245,0.158099994,0.032450002,10.0170002,66.47889709,266.5310059,28.77160072,20.10490036,81.75009918,0.365729988,0.322950006,0.029575,0.130250007,1.476150036,1.58070004,1.567119956,2.808310032,19.08609962,5.364500046,165.3200073,0.03458,0.03458,0.253430009,5.912580013,0.063448399,0.085102998,2.615040064,1.920420051,0.803759992,0.351262003,0.155515999,1.20848,21.96500015,0.074954003,6.424499989,166.1970062
2117,86487,"Hautatud hapukapsas, oliga","Stewed sauerkraut / sour cabbage, with oil",,,"Lisandid roogadele, Side dishes, Гарниры к блюдам , ",Toidu koostise andmebaas,432.6300049,103.3990021,6.989999771,7.699999809,0.899999976,0,80.5,2.200000048,8.68999958,1.700000048,0,5.389999866,0,0,1.100000024,0.5,0,7.599999905,0.524999976,4.724999905,2.349999905,0,0.300000012,0.119999997,1.44749999,0.569999993,0,320.5050049,260.1099854,42.33000183,13.01000023,28.01499939,1.121999979,0.300000012,0.130500004,0.389999986,1.120000005,0.01,5.099999905,5.170000076,1.016540051,0,12.24750042,0,0,1.350000024,73.25,0.014,0.015,0.254999995,0.085000001,0.200000003,0.184,0.079999998,0.959999979,30,0,7.5,801.2630005
2118,86490,Hautatud pirnid,Stewed pears,,,"Muud magusroad, Other desserts, Прочие сладкие блюда , ",Toidu koostise andmebaas,245.7050018,58.7234993,11.84000015,0.400000006,0.425000012,0,79.90000153,0.400000006,14.64000034,2.799999952,0,0.975000024,0,0,4.09499979,6.769999981,0,0.189999998,0.02,0.079999998,0.090000004,0,0.02,0,0.090000004,0,0,1.554999948,153,8.399999619,7.050000191,12.35000038,0.155000001,0.125,0.100000001,0.193499997,0.360000014,0.055,2.25,10.45499992,1.411000013,0,17,0,0,0.059999999,0,0.01435,0.031500001,0.182750002,0.182750002,0,0.058800001,0.016799999,0.159999996,1.5,0,2.099999905,3.887500048
2119,86491,Mango tsatni,Mango chutney,,Chutney,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,350.5599976,83.78379822,18.90800095,0.324000001,0.432000011,0,76.6760025,0.360000014,20.13199997,1.223999977,0,16.45999908,0,0,0.575999975,1.871999979,0,0.287999988,0.071999997,0.143999994,0.071999997,0,0.071999997,0,0,0.071999997,0,4.798999786,122.7600021,9.75,13.05000019,9.670000076,0.317000002,0.086400002,0.044199999,0.647400022,1.467000008,0.488000005,0.344000012,1.781000018,41.5929985,0,501.1199951,0,0,0.720000029,0.37439999,0.020160001,0.027000001,0.489600003,0.42840001,0.071999997,0.092160001,0.074879996,0,19.44000053,0,13.31999969,11.99750042
2120,86492,Mannavorm,Semolina pudding,,,"Muud magusroad, Other desserts, Прочие сладкие блюда , ",Toidu koostise andmebaas,472.8559875,113.0130005,17.24690056,2.394680023,5.010000229,0,74.06719971,0.691100001,17.98259926,0.735700011,9.498100281,3.306400061,3.601000071,0,0.048,0.0337,0.759000003,2.255300045,1.596449971,0.541350007,0.1175,0.033,0.701699972,0.263999999,0.085000001,0,7.870999813,53.32989883,161.772995,118.7900009,13.70660019,100.8779984,0.227170005,0.461409986,0.05601,0.642499983,13.75300026,1.977699995,1.677000046,0.971599996,21.2791996,20.18000031,13.24300003,0,0,0.097000003,1.068300009,0.015856,0.053514998,1.027220011,0.134645,1.275099993,0.25603199,0.031872001,1.378800035,4.007500172,0.308800012,0.130649999,133.3249969
2121,86510,Koogiviljapada seafileega,Vegetable stew with pork fillet,,,"Keedetud ja hautatud liharoad, Boiled and stewed meat dishes, Вареные и тушеные мясные блюда , ",Toidu koostise andmebaas,288.4320068,68.93520355,6.475699902,2.153700113,5.124599934,0,83.02100372,1.08375001,7.918200016,1.442499995,4.230999947,0.638000011,0,0,0.82950002,0.7245,0,2.014750004,0.489300013,0.997799993,0.527649999,0,0.279949993,0.139249995,0.343800008,0.095150001,11.03129959,82.92500305,381.9679871,18.12739944,18.74880028,70.67819977,0.608850002,0.657100022,0.057234999,0.232199997,0.797500014,2.104700089,2.065999985,5.855000019,186.5269928,0.50999999,2241.169922,0.096900001,0.096900001,0.450700015,1.779999971,0.082199998,0.043749999,2.355220079,1.693230033,0.768999994,0.173789993,0.122790001,1.060860038,15.50749969,0.101999998,2.943749905,207.3130035
2122,86511,Spageti-tuunikala ahjuroog,Spaghetti-tuna oven dish,,,"Kalaroad, Fish dishes, Рыбные блюда , ",Toidu koostise andmebaas,498.2470093,119.0810013,6.257999897,6.719200134,7.847000122,0,76.62599945,1.250499964,7.489500046,1.23150003,4.443500042,0.067000002,0.180000007,0,0.754999995,0.703499973,0,6.285649776,2.014499903,2.09190011,2.179250002,0.054000001,0.823599994,0.315699995,1.680400014,0.297100008,21.34499931,139.9889984,319.8900146,65.54299927,22.40999985,131.9750061,1.452100039,0.642799973,0.084100001,0.29460001,11.87349987,8.013500214,2.441499949,7.178500175,46.20479965,18.9090004,328.8649902,0.886200011,0.0117,0.957000017,43.13399887,0.03252,0.061949998,2.571449995,1.401749969,0.510500014,0.363539994,0.08202,0.719399989,26.375,0.836099982,12.05539989,349.9729919
2123,86512,"Tzatziki kaste, kohupiimaga","Tzatziki sauce, with curd cheese",,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,253.5720062,60.60369873,4.134500027,2.737999916,4.683499813,0,87.42919922,0.637220025,4.429500103,0.294999987,0.547500014,0.045809999,2.013930082,0.02331,0.246350005,0.253850013,0.797850013,2.360879898,1.559999943,0.712854981,0.088030003,0.104780003,0.778855026,0.295469999,0.070205003,0.017574999,10.0862999,34.70000076,185.7189941,91.11499786,13.51449966,87.62020111,0.111755997,0.432927012,0,0.140750006,7.678380013,1.656499982,1.927360058,1.34070003,28.97730064,24.69300079,51.61830139,0.014134,0.014134,0.093488,4.575220108,0.035971001,0.159387007,1.081429958,0.151284993,0.930145025,0.397882998,0.045491502,2.780859947,7.411449909,0.300348997,2.064100027,86.75
2124,86494,Taidetud seened,Filled mushrooms,,,"Lihata pohiroad, Main dishes without meat, Основные блюда без мяса , ",Toidu koostise andmebaas,434.0360107,103.7350006,3.345999956,7.433000088,5.252999783,0,79.98999786,1.236899972,4.949999809,1.603999972,1.146000028,0.391000003,0.280000001,0,0.402999997,0.365999997,0,6.793700218,1.503800035,3.592099905,1.69780004,0.028000001,0.708500028,0.253399998,1.030200005,0.477999985,5.800000191,65.84300232,340.1600037,146.3000031,16.80999947,127.4700012,0.6954,0.869899988,0.03122,0.42050001,5.381499767,3.98300004,0.810000002,4.861999989,57.15179825,23.47400093,405.7569885,0.018200001,0,1.254899979,7.563000202,0.039719999,0.160699993,2.822400093,1.919399977,0.056000002,0.632700026,0.09144,5.116799831,15.88000011,0.33860001,4.21325016,164.6069946
2125,86513,Hakkliha-paprikapann,Minced meat - sweet pepper pan dish,,,"Hakkliharoad, Minced meat dishes, Блюда из фарша , ",Toidu koostise andmebaas,219.3079987,52.41460037,3.072999954,2.575299978,3.693000078,0,87.97799683,1.001999974,4.197999954,1.125,0,0.119999997,0,0,1.231999993,1.567999959,0,2.315799952,0.772650003,1.078099966,0.465050012,0.016000001,0.366100013,0.236300007,0.287750006,0.120300002,8.739999771,118.4140015,248.3000031,30.88400078,14.95499992,52.64500046,0.630400002,0.717400014,0.021500001,0.397700012,1.134500027,2.16170001,1.776000023,6.539999962,27.30130005,4.78000021,271.3410034,0.047600001,0,1.092499971,4.050000191,0.032921001,0.063299999,1.590350032,1.029350042,0.196999997,0.185519993,0.156959996,1.011199951,27.60750008,0.252000004,31.88500023,296.0350037
2126,86514,Kulm keefirisupp,Cold kefir / kephir soup,,,"Muud supid, Other soups, Прочие супы , ",Toidu koostise andmebaas,204.5110016,48.87820053,2.836899996,2.940299988,2.629800081,0,90.20600128,0.620700002,3.185199976,0.34830001,0.066200003,0.074699998,1.786000013,0.070500001,0.457800001,0.443199992,0.1175,2.758209944,1.018000007,1.238000035,0.502210021,0.046999998,0.472000003,0.148200005,0.29677999,0.096199997,22.79400063,25.91200066,193.8200073,73.04180145,13.88500023,55,0.271299988,0.360740006,0,0.060880002,4.682099819,1.826599956,0.967999995,1.572000027,30.12120056,22.54999924,91.21959686,0.144999996,0.144999996,0.370229989,12.69309998,0.034600001,0.110665001,0.739499986,0.157049999,0.602699995,0.412099987,0.030540001,2.861000061,9.924500465,0.209000006,3.04095006,64.77999878
2127,86515,Vaarika - toorjuustukook,Raspberry - cream cheese cake,,,"Koogid, tordid, Cakes, tarts, Пирожные, торты , ",Toidu koostise andmebaas,628.4310303,150.1950073,19.45829964,4.814750195,6.646669865,0,66.13539886,0.904917002,20.27079964,0.8125,6.477499962,8.967499733,1,0,0.647499979,1.057500005,0.958333015,4.269830227,2.354830027,1.396919966,0.518082976,0.041666701,0.668250024,0.243667006,0.349583,0.0374167,69.25,98.64459991,178.6170044,88.90419769,14.92249966,153.9259949,0.684542,0.685750008,0.0475417,0.190750003,8.762499809,5.349170208,2.724999905,12.43830013,64.59339905,63.45830154,13.67500019,0.495833009,0.483332992,0.540332973,0.429167002,0.052616701,0.157499999,1.502079964,0.228833005,0.962499976,0.435833007,0.0589833,3.55982995,16.10420036,0.55833298,5.28125,246.6109924
2128,86516,Varviline omlett,Colorful omelet,,,"Munaroad, Egg dishes, Блюда из яиц , ",Toidu koostise andmebaas,316.7279968,75.69809723,6.570000172,3.492000103,3.818500042,0,67.23699951,0.687900007,7.934999943,1.36500001,3.212500095,0.4745,0.939999998,0,0.957499981,0.92900002,0,3.131400108,0.596899986,1.639600039,0.894900024,0,0.412299991,0.146599993,0.621599972,0.142299995,61.40000153,36.52999878,217.2200012,44.89199829,12.58500004,76.32499695,0.69630003,0.513800025,0.035999998,0.154599994,6.869999886,4.124499798,0.898000002,4.264999866,217.0249939,44.90999985,2073.669922,0.493000001,0.493000001,1.217200041,3.585999966,0.053585,0.116512001,1.327700019,0.464100003,0.778999984,0.361680001,0.113519996,4.205599785,26.24250031,0.470999986,21.10499954,91.32499695
2129,86458,"Ahjukala, tilliga","Fish, baked in oven, with dill",,,"Kalaroad, Fish dishes, Рыбные блюда , ",Toidu koostise andmebaas,597.3569946,142.7680054,0.223000005,6.758999825,20.13150024,0,70.73000336,1.358999968,0.379000008,0.156000003,0,0.021,0,0,0.035999998,0.028999999,0,5.818999767,1.302000046,2.446000099,2.071000099,0,0.910000026,0.181199998,1.024999976,0.094599999,80.30000305,48.88499832,433.5499878,77.62020111,26.65019989,242.3509979,0.482199997,1.042000055,0.0561,0.086999997,41.89500046,22.05999947,1.190000057,3.13499999,14.6644001,7.150000095,90.53500366,5.059999943,0,2.111500025,0.015,0.051860001,0.078450002,5.538700104,3.127799988,0,0.605099976,0.330599993,4.509399891,7.927499771,6.159999847,1.318750024,122.2129974
2130,86459,Ahvena-kartuli-koogiviljavorm,Perch-potato and vegetable casserole,,,"Kalaroad, Fish dishes, Рыбные блюда , ",Toidu koostise andmebaas,502.8330078,120.177002,7.325300217,5.475999832,9.580050468,0,73.85289764,1.379299998,8.929100037,1.603800058,5.051000118,0.448399991,0.423999995,0,0.770250022,0.583150029,0,4.914899826,2.228699923,1.58739996,1.098799944,0.071999997,1.131399989,0.418749988,0.879800022,0.09285,64.33000183,99.62149811,412.5849915,106.711998,26.39959908,164.7079926,0.898850024,0.77670002,0.070720002,0.286500007,7.536799908,8.672800064,3.112600088,6.678100109,175.4609985,53.31000137,1471.699951,1.855200052,1.855200052,1.117869973,21.65089989,0.042835999,0.082865,2.69066,1.330909967,1.906499982,0.425166011,0.1197,2.779500008,24.5454998,1.095600009,6.737750053,249.0540009
2131,86461,Apelsinisorbett,Orange sorbet,,,"Jaatis (va piimal pohinev), Ice cream (except milk-based), Мороженое (искл. - на основе молока) , ",Toidu koostise andmebaas,498.1549988,119.0589981,28.43499947,0.041000001,0.451000005,0,69.3010025,0.204999998,29.13199997,0.697000027,0,26.54899979,0,0,0.90200001,0.984000027,0,0,0,0,0,0,0,0,0,0,0,4.035999775,62.04999924,20.59000015,4.150000095,8.68500042,0.113499999,0.041000001,0,0.975000024,1.287999988,0.531000018,0.910000026,2.315000057,1.599410057,0,19.27000046,0,0,0.098399997,0,0.031569999,0.0123,0.174250007,0.139400005,0.041000001,0.121359996,0.0328,0.328000009,9.532500267,0,11.06999969,10.09000015
2132,86464,"Chili con Carne, kalkunihakklihast (oliga)","Chili con Carne, from turkey minced meat (with oil)",,Chilli con Carne,"Road linnulihast, Poultry dishes, Блюда из мяса птицы , ",Toidu koostise andmebaas,440.9830017,105.3949966,7.208399773,3.293299913,10.05900002,0,75.29309845,1.426040053,10.4066,3.198199987,1.784999967,2.205600023,0,0,0.702000022,0.808000028,0,3.040780067,0.587360024,0.975049973,1.478369951,0,0.410560012,0.142089993,1.210809946,0.227160007,24.5,287.3129883,285.7219849,26.2942009,23.19420052,129.7669983,0.967899978,1.105479956,0.021469999,0,2.119999886,4.263800144,0.894999981,1.116999984,14.52999973,0,175.0599976,0.104999997,0,1.232800007,0.944999993,0.040091999,0.057810001,4.533899784,3.210690022,1.539999962,0.1998,0.178320006,0.815999985,15.72500038,0.699999988,0.281599998,718.2819824
